compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.5919391559,0.1141303191,0.1359454133,0.8663624609,0.6730473218,0.7451645043,0.3378703194
0.7594690137,0.5442381995,0.7793494277,0.4587020734,0.9779433804,0.7873501135,0.9246725971
0.3039893648,0.4494572636,0.3525902033,0.5499592787,0.1408394808,0.3550317958,0.2176714893
0.3230380192,0.7562297350,0.8255448639,0.7987506352,0.8728220090,0.4159294302,0.6246146010
0.8634671075,0.2256597169,0.3069879524,0.2104142699,0.0044738241,0.9730035160,0.2691760305
0.5348197538,0.6860390306,0.6712781824,0.6151297260,0.3406310845,0.5560625261,0.9926951434
0.0286751995,0.3437014399,0.2113156691,0.3940197267,0.5367417615,0.1141132601,0.1452523852
0.1502007451,0.5886541568,0.4009133326,0.3691811729,0.7057770444,0.3119228315,0.8409296619
0.6632880466,0.4333282551,0.9819704378,0.6529229917,0.4178731954,0.8621630343,0.0479915682
0.9849988483,0.9708565129,0.1178632984,0.0605683289,0.2380232671,0.6717896610,0.7129030433
0.4515125146,0.0032747462,0.5153256478,0.9615207706,0.8856720300,0.2210533349,0.4279607618
0.4731936781,0.9517483190,0.2531567309,0.4809129238,0.2717784969,0.8145278571,0.0936156288
0.9633412361,0.0467733992,0.8635069486,0.5106545892,0.6085085711,0.2652662992,0.8006777680
0.6385548497,0.6156885466,0.2197405528,0.1645328831,0.8039796734,0.2056370499,0.4616820468
0.1749098394,0.3974811994,0.6464958806,0.8270500824,0.0762623297,0.6553990226,0.6767395176
0.0542321475,0.6428153096,0.9579205653,0.9136562180,0.1809048653,0.9575891830,0.3724158481
0.5092254262,0.3625962138,0.4100706307,0.0635071918,0.9379230253,0.3995368099,0.5169775104
0.8426707005,0.7918634303,0.5535318656,0.7222681046,0.6486369465,0.0664799456,0.2444057418
0.3438714035,0.1989001995,0.0642762249,0.2549103703,0.4701139387,0.5094041610,0.8969627358
0.2789204894,0.5019070860,0.5991493827,0.0075838687,0.5123013323,0.6989943609,0.3037217921
0.7845748514,0.4692447083,0.0180960400,0.9700676454,0.3650264246,0.1313143177,0.5890913233
0.6142001981,0.9307402978,0.8825655608,0.3162047593,0.0445091845,0.3391275164,0.1719863899
0.0723043624,0.0863103438,0.4851071080,0.6614621775,0.8327716002,0.7724240022,0.9649855299
0.2017558636,0.8411669703,0.1741554458,0.5743603436,0.9100742675,0.5910834214,0.0210134154
0.7347558271,0.1837487053,0.6927085053,0.4167190688,0.2136050239,0.0165656768,0.8688834235
0.9140192037,0.7243454102,0.3285441454,0.7579732062,0.3778149318,0.4509503106,0.3931708522
0.3994689621,0.2546712840,0.7885029111,0.2331213010,0.7457892615,0.8754559178,0.7486704690
0.3779985299,0.8529225355,0.6722255573,0.2757587684,0.1261557862,0.7562493440,0.4530098122
0.9354583286,0.1328993924,0.1946841963,0.7470625760,0.9926729091,0.3240521746,0.6600106368
0.7290028827,0.7046073079,0.8304588161,0.0922231572,0.6563933361,0.1473661885,0.0712820115
0.2075404134,0.2978165923,0.2865119725,0.9306136100,0.4623578768,0.7141924901,0.7859125007
0.0782099972,0.5525425635,0.1011095317,0.8295957940,0.2952757133,0.8915097574,0.2318406086
0.6083242018,0.4577635368,0.5161511758,0.1788214175,0.5850106096,0.4661464710,0.8763409564
0.8061369760,0.8878694428,0.3805596763,0.5210521473,0.7649828354,0.0003928682,0.3539751293
0.2573289052,0.1058345512,0.9870062070,0.4873801591,0.1152588995,0.5760062300,0.5061051417
0.3691548845,0.6621111119,0.4598657386,0.2361483779,0.9023260139,0.6403217437,0.1633294085
0.8173579983,0.3197716121,0.9081102246,0.7727569342,0.2213539630,0.1894643288,0.9482719135
0.5189744877,0.7801529001,0.0516324798,0.4276118204,0.4325568881,0.2804625509,0.2813729066
0.0445129629,0.2495809766,0.5662824484,0.5813089442,0.6910475139,0.8305816054,0.5743108066
0.1650695661,0.9947863389,0.7511813492,0.6818311140,0.5513053527,0.5246022586,0.3805904547
0.6484269667,0.0272026667,0.3654365800,0.3405021261,0.3260217784,0.0825318480,0.7280334365
0.9379055453,0.5647328990,0.7217312045,0.9982865062,0.0210038917,0.3844614960,0.0025879461
0.4985982999,0.4094050881,0.1445815489,0.0240617990,0.8562767440,0.9414144969,0.8580263229
0.4572950043,0.6083621737,0.8989531687,0.5432710443,0.4848148590,0.0979402130,0.6323010586
0.9792476660,0.3901529210,0.4839153765,0.4480677806,0.6339208288,0.5409855731,0.4797437815
0.6847251188,0.9590699086,0.6198692871,0.8518066444,0.9545599045,0.9890571171,0.7503892025
0.1287320675,0.0540930796,0.0134265041,0.1395167280,0.1642222712,0.4311258290,0.1058277935
0.0070854370,0.7991917105,0.3274747375,0.1012504138,0.0927789845,0.2371049672,0.9121084176
0.5563798780,0.2062265705,0.8050123360,0.8761722017,0.7874171808,0.6869880287,0.1970506636
0.8575929254,0.6354956273,0.1693636160,0.2847940717,0.6230854522,0.8459881376,0.5340588829
0.3289416609,0.3552746261,0.7133065630,0.6926134787,0.2571862955,0.2968477281,0.3269969970
0.2942679413,0.9077856019,0.2482748497,0.9453100925,0.7291523842,0.4820434265,0.9840391157
0.7692196583,0.0633575572,0.6340157669,0.0326009849,0.3944975277,0.9064279487,0.1285397224
0.5666242223,0.5248513063,0.2773587313,0.6288466537,0.1989041055,0.6221841741,0.6022647619
0.1198878558,0.4921908341,0.8545046393,0.3490490010,0.9247903870,0.0475452850,0.2543945601
0.2483551595,0.7472981988,0.5409294283,0.3868343914,0.8181947172,0.3702282859,0.7003235994
0.6881487751,0.2776259780,0.0926887048,0.6040159753,0.0591013841,0.8034036234,0.4073246829
0.8976950645,0.8182208426,0.9490405498,0.1953789955,0.3485097680,0.7300874637,0.8225032389
0.4158006040,0.1608044868,0.4343944779,0.7954562763,0.5288638230,0.1622863319,0.0371335139
0.4114996735,0.8759540170,0.9713252503,0.0450999169,0.9867199482,0.3029731233,0.2377296742
0.9019581312,0.0952466456,0.3961323630,0.9459985094,0.1359536955,0.8706549564,0.9056070084
0.6992706507,0.5547867632,0.5005921181,0.3536436977,0.4564738041,0.6628399752,0.3637104528
0.2372716842,0.4623118080,0.1168044601,0.6374394251,0.6662449045,0.2295452794,0.5237144623
0.1156173982,0.7151609464,0.3021915322,0.5994248809,0.5908987056,0.4069796102,0.4549912568
0.5709177619,0.3096977398,0.8148846133,0.3782457663,0.2854205389,0.9814955648,0.6853681142
0.7803110015,0.8483398668,0.2102417378,0.7829613118,0.1212154068,0.5471127136,0.0849259095
0.2831539335,0.1306208065,0.6565292319,0.1946941214,0.7551808432,0.1226053163,0.8074294422
0.3402771447,0.5777545851,0.1290282151,0.4429885875,0.2272456372,0.1874091113,0.4020441556
0.8462347770,0.4208245995,0.7374242274,0.5341938362,0.8924667882,0.7366724554,0.7417352106
0.5518652797,0.9916952783,0.3497613473,0.1265332997,0.6969928173,0.7962999260,0.0280098561
0.0116231171,0.0215328727,0.7667521304,0.8506337907,0.4227665802,0.3465397395,0.8599491762
0.1400980838,0.7687676596,0.5818380807,0.8891592324,0.3200728688,0.0404433291,0.1808744157
0.6733975029,0.2365935650,0.0359418746,0.1024274137,0.5610996839,0.5984939160,0.9580659475
0.9747025948,0.6678152997,0.9237878751,0.6976966392,0.8503809869,0.9315525591,0.3107025567
0.4618022116,0.3228970626,0.4442972559,0.2938748226,0.0308666639,0.4886265574,0.5801423537
0.4865379939,0.6322362283,0.6977534043,0.7734415997,0.6281548012,0.5821031956,0.9335604943
0.9500037152,0.3497111518,0.1850564564,0.2486435510,0.4945479613,0.0250270814,0.2107517971
0.6517132027,0.8120460119,0.7893369207,0.5898978375,0.1583878323,0.4419701071,0.5594811952
0.1617449299,0.2177533554,0.3430456938,0.4322026465,0.9642398246,0.8839173447,0.3289212361
0.0324221840,0.9646067414,0.0289820731,0.3319096230,0.7932480732,0.6900140233,0.6498455144
0.5310421847,0.0573258335,0.6041787378,0.6772361491,0.0831031473,0.1397758489,0.4895363403
0.8206747668,0.5968086245,0.4995930828,0.0233731735,0.2629482998,0.3301471863,0.7797200894
0.3658607807,0.3772718590,0.8833846226,0.9857877828,0.6133559560,0.7808855409,0.1116596535
0.2608898142,0.8203587225,0.4187133387,0.7379816165,0.4003243651,0.9665695205,0.7062123818
0.8025987316,0.1655210964,0.9646134116,0.2706758166,0.7194801215,0.3910752786,0.4365894683
0.5959892822,0.7352754995,0.0771298222,0.9294368783,0.9305640720,0.0754602756,0.8322400674
0.0905218348,0.2672054572,0.5566241741,0.0792358583,0.1891634017,0.5009426223,0.0547433561
0.2110707900,0.5201613344,0.8701842548,0.1799945394,0.0533317821,0.8235080829,0.9860192044
0.7254341058,0.4900796032,0.2617844651,0.8425789541,0.8279318744,0.2568048947,0.1538967676
0.9231538819,0.9182328908,0.6495732451,0.4964571586,0.5230405917,0.2146172533,0.6159093305
0.3903408404,0.0754070133,0.2325785803,0.5261315489,0.3581780074,0.6469375957,0.2759130960
0.3961560400,0.5318430346,0.3682851708,0.9825053597,0.7698703194,0.5160196032,0.5427637566
0.9173095208,0.4393661739,0.7637903942,0.0083336225,0.1064802157,0.0916332947,0.3202604474
0.7468428230,0.8989082510,0.1515181242,0.6661180919,0.3020764915,0.3758788481,0.9187837848
0.1896920092,0.1181989703,0.7306184759,0.3247361938,0.5742275557,0.9505159510,0.1884067338
0.0690219132,0.8712855028,0.9207042921,0.4120671218,0.6827806327,0.6317392001,0.7590792347
0.6175209880,0.1535645332,0.4626987856,0.5658324519,0.4399227556,0.1985656489,0.0990754487
0.7966313148,0.6922086198,0.5751541462,0.2206871891,0.1505191326,0.2718800297,0.6389922211
0.2668261025,0.2867435077,0.0585541073,0.7572275987,0.9721086733,0.8396829478,0.4711146932
0.3561720075,0.9843731970,0.5308964495,0.5055141784,0.0142107131,0.9000923010,0.8155073794
0.8303321730,0.0142127005,0.1021881010,0.4718970526,0.8670521388,0.4570451509,0.0460672993
0.5056988364,0.5850814199,0.9976634961,0.8141278718,0.5464102095,0.0089753894,0.6914509367
0.0577970780,0.4281533398,0.3853600193,0.1632986926,0.3348080618,0.5669048876,0.4142596582
0.1872409759,0.6751354737,0.1957472255,0.0764333699,0.4082011413,0.7648319993,0.5952837439
0.6262468547,0.3302191421,0.6869558571,0.9148939513,0.7116040904,0.3149507279,0.2633441407
0.9597841734,0.7614389174,0.2912973715,0.2600543834,0.8759310581,0.1559488364,0.9751506578
0.4767281357,0.2292667320,0.8411005354,0.7312881220,0.2437966838,0.7050910359,0.1354598561
0.4404249545,0.7881223848,0.0798472017,0.2111601457,0.5986531880,0.3616151130,0.3469939679
0.9961090134,0.1938316338,0.5378564857,0.8111844789,0.2776663844,0.8124745525,0.5150546273
0.6675546579,0.6561646387,0.4257635064,0.4025474098,0.0664606057,0.7214742983,0.2229520110
0.1459109923,0.3736414714,0.9423674271,0.6197818816,0.8099364489,0.1713572685,0.8832609914
0.0175571665,0.6207303442,0.6309273737,0.6443913486,0.9477212029,0.4734303653,0.0642860085
0.5458994461,0.4011954879,0.2354182834,0.3645254672,0.1749521727,0.9154987512,0.7948461911
0.8677642513,0.9406764237,0.8478164235,0.9607712850,0.4799652984,0.6135711353,0.4441370098
0.3187787989,0.0333974212,0.2687123390,0.0481303465,0.6427526651,0.0566161098,0.6669455133
0.3085306492,0.7269801954,0.8041976960,0.3003320294,0.3748205472,0.2457180284,0.0112781217
0.7549656527,0.2589082438,0.3129852870,0.7080965666,0.5063522141,0.6779172262,0.8512740731
0.5805769823,0.8286645021,0.7082813913,0.1167183472,0.8426346406,0.8546011765,0.3872817568
0.1059266319,0.1738249706,0.1584743457,0.8916949453,0.0386136957,0.2877769032,0.7194044469
0.2274597660,0.9265301023,0.4694108590,0.8675964428,0.2037460664,0.1065533860,0.2900779238
0.7090528710,0.0837023193,0.8981230743,0.1552364053,0.9159662100,0.5319146439,0.5675743520
0.8764897306,0.5118574621,0.0025218092,0.5589754181,0.7359987451,0.9976702826,0.1700049154
0.4369974742,0.4817738216,0.6148290187,0.4638422159,0.3837600267,0.4220548924,0.9396280823
0.4335946701,0.5156042045,0.7633950310,0.7556725722,0.1439838903,0.6772968061,0.1179141635
0.8779106131,0.4829437323,0.3698416287,0.2219943777,0.9786425764,0.2424283689,0.7700439151
0.7084257212,0.9288124740,0.7339449385,0.5642098337,0.6743008485,0.2861799095,0.4996398482
0.2300693886,0.0843844293,0.1489865454,0.4134416636,0.4484031079,0.8522881204,0.6441404717
0.1084155757,0.8313741349,0.4632789046,0.3263474852,0.3086041417,0.5342278210,0.3381049568
0.5800732980,0.1739577791,0.9193321429,0.6647470053,0.5677013043,0.1081502587,0.5527351853
0.7562629953,0.7301776363,0.0550457127,0.0098923426,0.7783577703,0.4253446730,0.2159720156
0.3052484496,0.2605054155,0.5775042996,0.9811870828,0.0979922563,0.9982905816,0.9229731159
0.3174497299,0.9381046081,0.1045361087,0.7329078792,0.8844189802,0.8089444926,0.2659926917
0.8710147282,0.0331277791,0.5273863859,0.2586750733,0.2353092106,0.3612427525,0.6214312697
0.5434426423,0.6176697742,0.3839862011,0.9164442094,0.4147273554,0.1688037226,0.1479474353
0.0180929946,0.3994605215,0.9982414693,0.0751233203,0.7050764179,0.7201253939,0.9953902010
0.1465674806,0.6525547374,0.6844221326,0.1617371114,0.5379299391,0.9168477729,0.0497062411
0.6649743775,0.3723337362,0.1990720192,0.8154413803,0.3432879429,0.4759837938,0.8426443422
0.9994830117,0.7859778004,0.8426553244,0.4702809928,0.0076768920,0.0569885876,0.4277109252
0.4389752699,0.1930126604,0.2908998625,0.5068824040,0.8735874780,0.6171010779,0.7126532141
0.4798243409,0.7582109626,0.5365434457,0.0506619355,0.4708756004,0.4605751233,0.7970213545
0.9586708583,0.2276390390,0.0804864746,0.9584875340,0.6518438216,0.9004647490,0.0899592079
0.6271768035,0.6723953197,0.9446546342,0.3671246478,0.9405760467,0.5694582863,0.6789310947
0.1843276154,0.3300558198,0.4221921805,0.6420402443,0.1820968799,0.0103244409,0.4638736164
0.0550053352,0.5827685269,0.2370338654,0.6171940276,0.0755578959,0.3136017937,0.5181887103
0.5065062586,0.4274407160,0.6305911494,0.4048950588,0.8008376407,0.7622784832,0.3736270405
0.8293414293,0.9805959407,0.2661177991,0.8086491963,0.6057906775,0.7047187053,0.8962398246
0.3591466397,0.0130122686,0.8510799697,0.2134549851,0.2705292841,0.1524187466,0.2436828231
0.2678476190,0.6943837181,0.3162509790,0.4612458963,0.7431357633,0.0922536235,0.5868845470
0.7936874516,0.2875930024,0.8016048251,0.5613312908,0.3766224403,0.5193093540,0.3015150232
0.6202815445,0.8749259254,0.1581397904,0.1527095847,0.2128447928,0.9521127939,0.9686571425
0.0681833010,0.1549027823,0.7098991191,0.8698830549,0.9068688229,0.3781920550,0.1756580099
0.1887317682,0.9019993423,0.8945538942,0.8942330889,0.8354899706,0.1962525630,0.8696215339
0.7497258876,0.1199644506,0.4716997351,0.1144282762,0.0457588742,0.6301422361,0.0217515333
0.9142430751,0.5344453640,0.6154699605,0.7106891889,0.3657294279,0.8363933181,0.7474440699
0.3972991109,0.4396663373,0.0012109149,0.2979872413,0.5154419346,0.2712595798,0.3919444606
0.3874892546,0.9214932704,0.3965292573,0.1933146901,0.1145585636,0.3943659663,0.6563542904
0.9240235314,0.0770633165,0.9697701149,0.7845809478,0.7618373008,0.9671888826,0.4493534435
0.7242595414,0.5229339134,0.1134792902,0.3769358341,0.5822973205,0.5032567959,0.7881040256
0.2142278124,0.4902715357,0.5031252578,0.6009752564,0.2940234458,0.0770561816,0.0734735141
0.0935581969,0.7374987472,0.8143057870,0.6387530509,0.4631230403,0.2552088713,0.8775521042
0.5949381944,0.2678246209,0.3035652423,0.3520822339,0.6595961135,0.8211940266,0.2330517340
0.8033448597,0.8240463333,0.6600391576,0.9473666139,0.9953289852,0.6463181162,0.5053822976
0.2581588440,0.1666280683,0.2078929069,0.0434837360,0.1273431964,0.2113266829,0.3532522628
0.3650829298,0.5947231716,0.7350737276,0.2951818937,0.8589914637,0.0253985925,0.9460650701
0.8233740106,0.3765158243,0.1325359950,0.6961414954,0.0222575897,0.5856341347,0.1611225875
0.5280379662,0.9610559642,0.7681236947,0.1038020765,0.3267216375,0.8852654295,0.5779824713
0.0335054118,0.0560810445,0.3491808521,0.8875367353,0.5544504104,0.4445244428,0.2850445937
0.1629488366,0.8089224957,0.0384733453,0.8492628252,0.6883900072,0.1372213922,0.7287715990
0.6485855188,0.2159592649,0.5785107650,0.1281447122,0.4313680474,0.6886660596,0.3813286396
0.9528264990,0.6296014739,0.4427399747,0.5328754419,0.2205892764,0.7773544807,0.8567998568
0.4856395386,0.3493823782,0.9241831005,0.4445471903,0.8991237134,0.3297757963,0.0013615023
0.4644730687,0.6640971676,0.1863672202,0.9881437765,0.2539802026,0.7363010356,0.4770639976
0.9740146128,0.3217595769,0.6971116466,0.0207769750,0.6223245580,0.1838780809,0.6296212524
0.6747565959,0.7665138980,0.3407559721,0.6795226438,0.7862245180,0.3451918056,0.1089958809
0.1367555643,0.2359438799,0.7929060003,0.3293826850,0.0901253000,0.7937454395,0.7535572676
0.0084022265,0.9888921855,0.6025606412,0.4299124582,0.1673635365,0.6010482814,0.1972852489
0.5531018646,0.0213104188,0.0293160509,0.5924358638,0.9552635560,0.0417913841,0.9123429805
0.8456693776,0.5744636841,0.8859768864,0.2462988840,0.6351707047,0.4921574667,0.3252975903
0.3428264474,0.4191377824,0.4963270519,0.7760343431,0.4875334008,0.9319241000,0.5323594538
0.2837501019,0.8510051426,0.9613490496,0.5238479152,0.5300550554,0.8673643563,0.1253563166
0.7777924715,0.1309800940,0.4213077482,0.4989888649,0.3511620220,0.3023536736,0.9808557322
0.5741074625,0.7183149764,0.5569602977,0.8402277287,0.0623079538,0.2272312529,0.2570896624
0.1143496269,0.3115223516,0.0755133945,0.1825935990,0.8189560883,0.6612439221,0.6049598865
0.2358822953,0.5583680542,0.2653552135,0.0815833863,0.9235419417,0.9830915006,0.4090394080
0.7025828781,0.4635871183,0.8678966789,0.9268489033,0.1961869942,0.4092937540,0.7020383468
0.8993170299,0.8780699912,0.2319389684,0.2729707733,0.3913557855,0.1232246486,0.0368836103
0.4122174149,0.0960331941,0.6508856779,0.7354464512,0.7284482559,0.5504034311,0.8222533576
0.4167322498,0.8183803540,0.1923340503,0.4860625975,0.7558845617,0.9097137488,0.9029157655
0.8947795900,0.1635408225,0.6757339444,0.5226101521,0.1243567243,0.4826600468,0.2350384388
0.6912476309,0.7489220733,0.2878841441,0.1774496157,0.2881391477,0.0498545710,0.5268939789
0.2472406840,0.2808501218,0.8298786748,0.8312078007,0.5921486337,0.6237773383,0.3668899769
0.1188949347,0.5260479199,0.5186827770,0.9319893438,0.6654839581,0.8018105803,0.6856217580
0.5696004955,0.4959642794,0.0977830468,0.0905993469,0.4532676442,0.3679188788,0.4552449081
0.7664266918,0.9084944148,0.9854497565,0.7483685724,0.1332999589,0.1616698327,0.8057109471
0.2950779581,0.0656666318,0.3809550321,0.2742049340,0.9855272183,0.7268015426,0.0832074219
0.3317048084,0.6341611892,0.9085077262,0.0254288325,0.0281494856,0.5413617333,0.7385708932
0.8567530932,0.3516380219,0.4583109571,0.9966716385,0.8491324894,0.1014741324,0.3988798307
0.5574030317,0.7983460343,0.5629576324,0.3418168267,0.5603954885,0.4324785629,0.8626252199
0.0041394001,0.2040552832,0.0541662266,0.6802683407,0.3169310745,0.9916144330,0.0306858923
0.1256644577,0.9587735636,0.3648585845,0.5799981793,0.4254188864,0.6844308302,0.9597692434
0.6858708439,0.0514945611,0.7525551897,0.4291627938,0.6981841167,0.2357521160,0.1825777041
0.9782853071,0.6066005044,0.1480916049,0.7713783393,0.8932282114,0.2933139261,0.5799039090
0.4601797694,0.3870656481,0.7193832044,0.2377674198,0.2304522740,0.8456118600,0.3104641046
0.4979742216,0.5640546074,0.4806518527,0.6949076029,0.6165587856,0.1890880214,0.2070839917
0.9405144211,0.4071265273,0.9015476862,0.2822595043,0.2637135303,0.6367879715,0.9298926964
0.6450243732,0.9936202392,0.0137627358,0.8785205660,0.0842906097,0.8292287840,0.3311241902
